title,description,published_date,channel_id,category,duration,total_views,total_likes,total_dislikes,total_comments,video_extracted_date,thumbnail,topic_categories,video_id,transcription
"It turns out that this is a car thief, the fact that members of the Pantai Cermin Sector Police are suspected of using stolen cars","[TW]

SURYA.co.id - Aipda DP, a member of the Pantai Cermin Sector Police, Serdang Bedagai is suspected of using a stolen car.Victim Syahrizal, a resident of Jl Suka Maju, Percut Seituan, Medan recognized his vehicle that was lost.
The missing car is a type of Toyota Kijang Innova B 2747 FFF.
The victim's car was lost when parked in front of his house on Saturday (1/10/2022) ago.







It is suspected that the perpetrators of the theft of the car were the younger sister of the victim with the initials I alias Pantek.


The facts of Pantai Cermin Sector Police members are suspected of using stolen cars, along with chronology to the perpetrators


Website:
https://surabaya.tribunnews.com/

Instagram:
http://instagram.com/uryaonline/

Facebook:
https://www.facebook.com/uryaonline/

YouTube
https://www.youtube.com/@tribunnewsurya

#suryaonline #hariansurya #tribunnewsurya",2023-03-04T10:40:45Z,UCdygRiDGTM9kjc-7hrrB-7Q,News & Politics,275.0,751389,4775,0,3443,2023-11-07T11:08:05.425912,https://i.ytimg.com/vi/ZEOAoPZccwE/hqdefault.jpg,,ZEOAoPZccwE,"for Mr. Sembiring Gaperta in Medan, there is a case where the police received a stolen car with the initials DP at the Pantai Cermin Police Station and then this car was stolen. The stolen car was my car which was stolen. Aipda DP, a member of the Pantai Cermin Police Station, was suspected of using a stolen car. This case was revealed after the victim was named Syahrizal, a resident of Jalan  Sukamaju, Percut Sei Tuan District, recognized the vehicle that had disappeared. The missing car was a Toyota Kijang Innova b2747ff. The victim's car disappeared when it was parked in front, apparently on Saturday 1 October 2022. After the incident, the victim went here and there to look for the whereabouts of the car, then on  At that time, a colleague told me that the missing car was being sold on the black market. I got photos and videos around October 4 2022, so in the video I don't know where it is because I only got photos and videos, so after I saw it, I was sure of it.  my car, said Syahrizal to the Medan Tribune, Friday 3 March 2023. I continued to search for the location. I got information that this was my car. It was at the police station in the Serdang Bedagai area. When I got this information, he tracked it down again and went to a number of police stations within the jurisdiction of the Police.  appreciate it first, I came to the Perbaungan Police Station, we checked, it turned out the photo location was different, finally I checked again at the Cermin Beach Police Station and when I arrived at the Cermin Beach Police Station, he saw that it was true that his car had been photographed at that location. After telling him, he also received information that the car was being used by police personnel. Pantai Cermin had the initials then I went to the Provos there and the DP contacted me, but he didn't admit that it was my car, he said. Long story short, in December 2022, he was summoned to the Hargai Police Station to discuss the matter. At that time he met directly with the Deputy Chief of Police, including Aipda DP Ia. said that at that time DS was being interpreted regarding the car. The beginning of the story was that DP was called by someone to meet and then they met at Simpang [ __ ] Anif. Initially the two people offered my car to DP but he said DP didn't have the money to pay then DP offered his Avanza car in exchange for the same.  the car was complete with all the documents, said the DP, the car wanted to find a buyer, explained that after the meeting at the police station, the price was not clear and the car had not been returned, said the DP, the car had not been sold, then it was returned to the two people who met him, then he said  Disgrace DB also revealed the characteristics of the perpetrator who was strongly suspected. One of them was that he knew the characteristics, he said he was one person, the name of the beach was indeed my family, he said, after hearing Disgrace DB's statement, he also suspected that the person who stole his car was his brother. It turned out that he had set the keys first and then took my car away.  Coincidentally, the vehicle registration was also in the car, as Syahrizal said, the car theft case was actually reported to the Medan Police on Friday 7 October 2022. He also hopes that the car will be returned soon and the police will immediately reveal the case and arrest the perpetrators, Head of Criminal Investigation Unit for the Medan Police, Police Commissioner Teguh Fathir  Mustafa said that his party had carried out an examination of Aida DP. From the results of the examination of the witnesses it could be concluded that the alleged perpetrator of the car theft was the younger brother of the victim with the initials i alias Pantai Fathir said that currently his party is still hunting for the perpetrator who is suspected to be the victim's younger brother and his whereabouts are not yet known.  We will look for his younger sibling until we can find out, but the police have not yet been able to determine whether Water and DP were also involved in the car theft or not."
Rare footage of former model held for “re-education” in China’s detention system - BBC News,"The BBC has obtained rare footage from inside China’s secretive system of mass incarceration in the far western region of Xinjiang. 

In a self-shot video a former fashion model, who is from the Uighur ethnic group, can be seen handcuffed to a bed. 

His relatives say he was taken away for what China has called re-education and that nothing has been heard from him since.

The Uighurs are Muslims from the Central Asian region.  Most of them — around 10 million people — live in China’s autonomous Xinjiang region. 

But up to 1 million have been detained in secure “educational training” centres where there is growing evidence of human rights abuses including forced labour and torture.

Neither the Chinese Foreign Ministry nor Xinjiang authorities have responded to the BBC’s requests for comment. 

Sophie Raworth presents BBC News at Ten reporting from china correspondent John Sudworth.

Please subscribe HERE http://bit.ly/1rbfUog",2020-08-05T11:02:54Z,UC16niRr50-MSBwiO3YDb3RA,News & Politics,292.0,492283,12621,0,4065,2023-11-07T11:08:23.999179,https://i.ytimg.com/vi/SYhcrXYA6tM/hqdefault.jpg,https://en.wikipedia.org/wiki/Society,SYhcrXYA6tM,the bbc has obtained rare footage from inside china's secretive system of mass incarceration in the far western region of xinjiang in a self-shot video a former fashion model who is from the uyghur ethnic group can be seen handcuffed to a bed his relatives say he was taken away for what china has called re-education and that nothing has been heard from him since the uyghurs are muslim from the central asian region the majority of them live in china's autonomous xinjiang region current estimates suggest there are around 10 million weakers living there but up to one million uighurs have been detained in secure educational training centers and there's growing evidence of human rights violations inside these camps including forced labor and torture neither the chinese foreign ministry nor xinjiang authorities have responded to the bbc's requests for comment john sudworth has this report a few years ago murdan gapper was a long way from his home in xinjiang making good money as a fashion model in southern china but this is him in february his camera reveals his filthy clothes and his left arm handcuffed to a bed he's now clearly back in xinjiang beyond the steel mesh on the window a propaganda announcement drones away in the uyga language despite the risks that it may bring him further punishment relatives including his uncle who lives in amsterdam say they've no choice but to release the video he sent them sure i'm dead staying silent won't help him either the only thing i can do is to raise public awareness it's our only chance to rescue him the young model had already served 16 months in jail having been convicted of a drugs offence in 2018 although his family say he was innocent upon completing his sentence whatever relief he may have felt was short-lived soon afterwards the police picked him up again and took him back to shinjang four they said a few days education we've asked chinese government officials here whether he was suspected of any further offense and even if he was why he was handcuffed to a bed we've received no response [Music] china has built a vast network of highly secure facilities across xinjiang some of which we were shown as part of its efforts to convince the world that their schools for combating extremism not camps but last year under intense international criticism it said they were being closed the texts murdan gapper sent along with his video clearly suggest otherwise 50 to 60 people were locked in a small room he writes all had sacks on their heads and handcuffs and shackles elsewhere he could hear the sounds of torture one time i heard a man screaming from morning to evening he writes his first hand description of the police holding cell is very very vivid he writes in very very good chinese and it gives us a lot of detail and frankly a lot of horrific detail about the way in which these people are treated so it is quite a rare a rare source in the end it was the virus that allowed him to get word out from this secretive system with a slightly high temperature he was moved to this isolation cell as a precaution and given access to personal belongings which unknown to his guards contained his phone but as suddenly as they began the messages stopped he's not been heard from since sophie this is just one man's account and it's difficult to fully verify of course although as you heard their experts suggest much of it rings true and no wonder china has built a huge capacity for detaining people in xinjiang in recent years the trouble is that information about it is now almost impossible to gather which is why these text messages are so important with that chilling detail about these 50 or 60 people hooded and shackled huddled in that police cell and eventually bust off somewhere else suggesting that the system of control coercion and incarceration of uyghurs continues albeit perhaps even more hidden than before john sadworth in beijing thank you
Cop attends wedding of baby he saved 20 years ago,"A police officer from Yonkers, N.Y., saved a baby's life 20 years ago. Now, he is attending her wedding. Lee Woodruff has the story",2014-08-18T13:02:00Z,UC-SJ6nODDmufqBzPBwCvYvQ,News & Politics,244.0,4595852,86785,0,4257,2023-11-07T11:08:28.206826,https://i.ytimg.com/vi/TeumwmIiXAs/hqdefault.jpg,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Television_program",TeumwmIiXAs,well this morning a couple is beginning their new lives as husband and wife but when their families got together this weekend they celebrated both the future and a life-changing moment 20 years ago Lee Woodruff shows us how a police officers quick thinking back then allowed the bride to see her big day come truly good morning good morning guys will captain joseph Barca has been on the Yonkers police force for 45 years in that time he saved over a dozen lives and helped rescue victims trapped at Ground Zero but it was one rescue of a small baby that this cop says is the highlight of his career at a Chicago Park on Saturday the Hamidah and salaah families had everything great food games for the kids some relatives traveled as far as the west bank to attend the wedding weekend but the honored guests Joe Barca and his wife drove from New York to see the young bride Shamala Hamidah you have your family here for a barbecue how does your family treat Joe when they see him they love him they're excited to see him everybody is like they couldn't wait for this day just so we can see him and his wife Helen he's really more than a guest of honor oh yeah he's like a second father he's not just a friend or a hero he's family it was December 1993 when sergeant Barca responded to a call at this house a radio call came in of a child not breathing Shaima was older brothers Ahmed and Ali remember the Jay in vivid detail remember go mom yelling on top of her lungs for my father Seamus Seamus Seamus she's not breathing she's choking lifeless took the child from the parents checked for vital signs found none I jumped into the backseat of the car with the baby still doing CPR for the ride to the hospital by the time they arrived her throat was cleared her heart began beating again baby Shaima was breathing on her own her dad expecting to hear the worst for me and I said to him do you hear that baby crying and he says yeah I said well that's your baby crying and he just broke down from there but he a Hamidah is shaima's mother you still remember that day yeah when I am a nun but I cry but least it's happy tears now yeah thank God Joe and Helen never lost touch with the hamidah's after the family moved to Buffalo they treat Shaima like a daughter every year they've never missed my birthday and for Christmas they always send a card and a check and a letter and they're just so sweet it's a thought that counts really what did you think when you got the news of Seamus wedding I said not my little baby of course I'll be there yesterday Joe honored that promise to see her walk down the aisle as a policeman you've seen good and bad where does this one rank this story oh this one ranks up on top and I go out there for a reason and the reason is to help people it makes me want to save people's lives the way he saved my life maybe I can be in people's lives 20 years later just as he was she might get that chance she recently graduated from nursing school and Joe and Helen Barca have three grandsons a teacher and two police officers in Yonkers just like their dad Joe plans to retire next year after 45 years on the force and he looks forward to spending time with his wife and grandkids a wonderful story we just started already have my favorite story of the week yeah tremendous to see them all together just the the love that they have for one another they've had each other over for dinner over the 23 years and even though she moved in the family moved to Buffalo somebody writes your card 400 check cards and just checks in with her they book she's the daughter they never had and she's going into public service because she's going into nursing two brothers in nursing as well they all say it was this incident that really drove what they wanted to do with their lives let's take you back to Buffalo you can go follow all right don't mention that word words thank you
'Will strike first...': Nightmare for U.S as North Korea declares itself 'nuclear-armed state',"North Korea has declared itself as a nuclear-armed state. According to Korean Central News Agency (KCNA), North Korean leader Kim Jong-Un passed a law in the Parliament which allows Pyongyang to carry out a preventive nuclear strike ""automatically"" and ""immediately to destroy enemy forces"". Kim called the decision ""irreversible"" and ruled out the possibility of any talks on denuclearisation. Watch this video to know more.

#northkorea #nuclear #kimjongun #us #japan #southkorea #pyongyang #missiles",2022-09-09T07:49:23Z,UCm7lHFkt2yB_WzL67aruVBQ,Entertainment,280.0,1052048,7896,0,4308,2023-11-07T11:08:30.435680,https://i.ytimg.com/vi/KWu58M65uKs/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",KWu58M65uKs,[Music] so [Music] [Music] [Music] so [Music] [Music] [Applause] so [Music] [Music] you
"Moment of the TNI Commander chatting in French with Enzo Zenz, Caucasians who passed Akmil","TNI Commander Marshal Hadi Tjahjanto called Enzo Zenz Alli, a Indonesian citizen who passed as a candidate for the Military Academy Cadets. Eenzo was known to have French blood from his father, while the mother was an Indonesian citizen.The TNI Commander immediately dialogue with Enzo in French.

Enzo spent elementary school in France.Meanwhile, since the age of 13 years, he went to school in Indonesia from middle to high school.In fact, he had received a boarding school education in Banten.Enzo wants to make his father proud, also for his mother.

His goal is to become a Kopassus soldier.The TNI said, Enzo has a good physical and personality.His journey will be determined when he passes as a candidate for the Military Academy Cadets.

#Enzozenz #buletni #tnibule

Don't miss Live Streaming Kompas TV 24 Hours Non Stop at https://www.kompas.tv/live.So as not to miss the latest news, the most complete, as well as direct reports from various regions in Indonesia, let's subscribe to the Kompas TV Youtube channel.Also activate bells so you can notify if there is a new video.
Kompas TV social media:
Facebook: https://www.facebook.com/kompastv
Instagram: https://www.instagram.com/kompastv
Twitter: https://twitter.com/kompastv
Line: https://line.me/ti/p/%40kompastv",2019-08-07T06:34:32Z,UC5BMIWZe9isJXLZZWPWvBlg,News & Politics,152.0,10470588,83109,0,4347,2023-11-07T11:08:34.235897,https://i.ytimg.com/vi/aGLaHzdUYqw/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",aGLaHzdUYqw,This is a moment when the commander of Martesak...
Judge resentences guard-saving inmate,His up-to five-year sentence was updated for time served.,2012-09-20T22:33:45Z,UCDG0mJ_zkrODDT-4VTEV6TQ,News & Politics,154.0,5459241,34929,0,4365,2023-11-07T11:08:32.122496,https://i.ytimg.com/vi/8Om5O71KAK0/hqdefault.jpg,https://en.wikipedia.org/wiki/Society,8Om5O71KAK0,"ARTPRIZE STUDIO AT THE GRAND RAPIDS ART MUSEUM. WE WERE THE ONLY STATION IN COURT TODAY AS THE JUDGE GIVE A MAN A GET OUT OF JAIL FREE CARD FOR WHAT HE DID TO SAVE AN OFFICER'S LIFE. I REALIZE THAT THIS IS SOMEWHAT UNPRECEDENTED. ANTONIO BROWN WAS SUPPOSED TO SPEND AT LEAST YEAR AND A HALF BEHIND BARS IN KENT COUNTY, BUT THAT WAS BEFORE HE DIME THE AID OF A KENT COUNTY CORRECTION OFFICER BEING ATTACKED BY ANOTHER INMATE. JOE LAFURGEY WAS THE FIRST TO BREAK THE STORY ON-LINE THIS AFTERNOON. HE JOINS US FROM THE KENT COUNTY JAIL. ZO. Reporter: WELL, SUE, THE JUDGE SAID, BROWN COULD WALK OUT OF JAIL. THE PROBLEM IS. HE IS WANTED ON PROBATION VIOLATION OUT OF INDIANA SO HE WILL STAY HERE AT LEAST TONIGHT. THAT RAISES THE QUESTION -- DOES THE GOOD DEED OUTWEIGH THE CRIMINAL PAST? I WANT TO THANK YOU, PERSONALLY, ON BEHALF OF THE JUDICIAL SYSTEM, FOR STEPPING IN AND PROBABLY SAVING THIS CORRECTION OFFICER'S LIFE. Reporter: WITH THAT, CIRCUIT COURT JUDGE MARK TRUSOCK GAVE ANTONIO BROWN A GET OUT OF JAIL FREE CART AT LEAST IN KENT COUNTY. THE JUDGE CRED DILTING BROWN WITH HELPING SAVE A LIFE. SIR, I THINK WAS SOMETHING THAT YOU DID THAT WAS HEROIC, THAT WAS PRAIF, AND HONORABLE, AND I THINK IT NEEDS TO BE TAKEN INTO EFFECT IN YOUR SENTENCING. THE SHERIFF SAID BROWN WAS THE FIRST IN NIGHT RACH THE OFFICER AND WAS THE MOST ACTIVE IN HELPING HER. HE CALLED THE JUDGE AND ASKED IF KEY DO ANYTHING FOR BROWN. THE BROWN MADE THE FISCHL DECISION. BUT DOES IT MERIT THE REWARD? TRUSOCK SENTENCED BROWN DAYS BEFORE THE ATTACK BETWEEN 18 MONTHS AND 5 YEARS IN PRISON FROM RUNNING FROM POLICE. BROWN HAS A LENGTHY CRIPPLE UNTIL RECORD. HE IS CONSIDERED AN HABITUAL OFFENDER WHICH LIKELY PLAYED A ROLE IN THE ORIGINAL SENTENCE. THERE IS A GOOD CHANCE THAT BROWN MAY SOME DAY RETURN TO THE JAIL. I THINK GOOD LUCK HAS STATISTICS. THAT IS A STATISTICAL PROBABILITY. HE IS COMFORTABLE WITH THE JUDGE'S DECISION. MY HOPE AND PRAYER WOULD BE THAT THIS EVENT HAS -- WHEN HE RECOGNIZES HE THAT HE IS RECOGNIZED FOR GOOD BEHAVIOR AND CAN UTILIZE THIS AS A TURNING POINT IN HIS LIFE. Reporter: I TALKED TO KENT COUNTY PROSECUTOR WILLIAM FOR SIGHT THIS AFTERNOON. HE SAID HE, TOO, AGREES WITH THE DECISION. THE SHERIFF SAYS ABOUT A HALF DOZEN OTHER INMATES WERE INVOLVED IN ACTUALLY RESCUING THAT GUARD LAST THURSDAY NIGHT. THEY WILL GET SOME SORT OF REWARD AS WELL. BUT THAT WILL BE DECIDED IN A CASE BY CASE BASIS."
Why Puerto Rico is not a US state,"Nearly half of Americans don’t know that Puerto Ricans are US citizens. But they are, and have been since 1917. 

Watch why Puerto Rico won't have power for months: http://bit.ly/2DBCPVp

Read about Puerto Rico's latest bid for statehood: http://bit.ly/2DGlz4L

Subscribe to our channel! http://goo.gl/0bsAjO

As residents of the US Commonwealth of Puerto Rico, Puerto Ricans have US passports, can travel freely throughout the country and can serve in the military. But that doesn’t mean the US citizens who live in Puerto Rico get the same rights and benefits as US citizens stateside.
 
Watch the video above to understand how Puerto Rico became a US commonwealth, the tangled relationship that developed, and how it all affects prosperity and development on the island today. 

Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.

Watch our full video catalog: http://goo.gl/IZONyE
Follow Vox on Facebook: http://goo.gl/U2g06o
Or Twitter: http://goo.gl/XFrZ5H",2018-01-25T15:59:11Z,UCLXo7UDZvByw2ixzpQCufnA,News & Politics,236.0,2219420,42652,0,4698,2023-11-07T11:08:44.233568,https://i.ytimg.com/vi/8EOxtY3M6Co/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",8EOxtY3M6Co,"I favor statehood for Puerto Rico. The people of Puerto Rico should have the right to determine their own
political future. When the people of Puerto Rico make a clear decision my
administration will stand by you. It may seem that US politicians support Puerto
Rico's right to decide its future and would even welcome Porto Rico as a US
state, but their words have yet to turn into action. This might not be surprising
considering that when Hurricane Maria hit the island, 46% of Americans didn't
know Puerto Ricans are American citizens. But they are. More Americans call Puerto
Rico home than 21 US states, but being a US citizen in Puerto Rico is not the
same as being a US citizen stateside. Puerto Rico is an American Commonwealth
and one of five inhabited US territories. The island became a US territory when
Spain conceded colonial control after it lost the Spanish-American war. The
federal government gave Puerto Ricans American citizenship, their own
Legislative Assembly, and governor. Like other American citizens Puerto Ricans
can serve in the US military and are subject to drafts. And like other
American citizens Puerto Ricans also pay most federal taxes. But unlike other citizens who face taxation, Puerto Ricans don't have federal representation. The island gets to send one politician to Congress to advocate on behalf of its
residents, but they don't have a vote. This means Puerto Ricans can't vote on
issues that affect the island such as limited funding for Medicaid or food
stamps, as well as a broader economic policy. And while Puerto Ricans on the
island can vote in the presidential primaries, they can't vote for the
president. Puerto Ricans have voted several times on their status and
referendums. Early on an ample majority of Puerto Ricans supported a
Commonwealth over statehood or independence. You don't want to be a state and you don't want to be independent, you just want to go on living in the
middle. In the middle, no. In the Commonwealth. Puerto Ricans today are divided on
the status of the island. The latest referendum shows large support for
statehood, but the turnout was historically low. But no matter what
polls and votes show, referendum results are non-binding, because Puerto Rico
can't become a state without approval from Congress and Congress has largely
ignored Puerto Rico's status, but as the island struggles to recover from
Hurricane Maria the issue is becoming harder to ignore. Puerto Rico's economy
started tanking when Congress phased out tax incentives designed to attract
investment to the island. Paired with fiscal mismanagement, the island's debt
started to grow. To reverse Puerto Rico's financial decline, a board appointed by
Congress imposed harsh austerity measures that reduced health and
education spending on the island. As opportunities lessen, Puerto Ricans are
relocating to mainland US. The population is shrinking on the island and their
political influence stateside is growing. Once permanently living in a US state
Puerto Ricans can actually impact federal politics. Puerto Rican statehood advocates
want five House Representatives and two Senators in Congress, while Commonwealth
supporters are fighting for increased parity without sacrificing their
national identity. But despite political efforts, it seems that Puerto Rico will continue to belong to the u.s. without really
having much of a say."
Maher Zain - rahmatun lil’alameen |Maher Zain - mercy for the worlds,"https://youtube.com/live/beo_lq_o7qw?feature=share
The most beautiful songs of Mahmoud Hilal
---
- Maher Zain - rahmatun lil’alameen |Maher Zain - mercy for the worlds
#MAHER_zain #Maher_Azin #Mercy of the Worlds
---
Connect with Maher Zain:
Tiktok: https://vm.tiktok.com/zmexq5Qmr/
Instagram: https://instagram.com/maherzainofficial
Official YouTube: https://www.youtube.com/maherzain
Twitter: https://www.twitter.com/maherzain
Facebook: https://www.facebook.com/maherzain
---
Lyrics:

O who you prayed with all the prophets
(O You Who LED All The Proits in Prayer)
O who has a mercy for people
(O You Whose Heart Contains Mercy for All People)
O who has given hearts in Islam
(O you who united hearts three)
My love, my intercessor, O Messenger of God
(My Beloored, My Intercessor, O Messenger of Allah)
 
With my mother and my father .. I did your friend, sir
(May My Father and Mother Be Sacrified for You My Master)
Prayer and peace .. You are a prophet
(May Blessings and Peade Be Upon You, O ProTe)
 
My love, oh .. Muhammad
(My Beloored, O Muhammad!)
You came in peace and guidance Muhammad
(You Came with Peade and Guidance, Muhammad)
My love, oh Muhammad
(My Beloored, O Muhammad!)
O mercy to the worlds, O Muhammad
(O Mercy to the Worlds, O Muhammad!)

O who has become our life with faith
(O you who is sweet
O who is with your beauty, you taught charity
(O You Who Taket Kindness with your Beauty)
O who enlightened our hearts with the Qur’an
(O you who illuminated our hearts with the Quran)
My love, my intercessor, O Messenger of God
(My Beloored, My Intercessor, O Messenger of Allah)
 
With my mother and my father .. I did your friend, sir
(May My Father and Mother Be Sacrified for You My Master)
Prayer and peace .. You are a prophet
(May Blessings and Peade Be Upon You, O ProTe)
 
My love, oh .. Muhammad
(My Beloored, O Muhammad!)
You came in peace and guidance Muhammad
(You Came with Peade and Guidance, Muhammad)
My love, oh Muhammad
(My Beloored, O Muhammad!)
O mercy to the worlds, O Muhammad
(O Mercy to the Worlds, O Muhammad!)

May God bless you
(May Allah's Blessings Be ...)
the last of prophets
(Upon the Seal of the Proits)
 
Mohamed Mohamed
(Muhammad ... Muhammad)
Mercy for the worlds ... a mercy to the worlds
(A Mercy to the Worlds .. A Mercy to the Worlds)
Mohamed Mohamed
(Muhammad ... Muhammad)
Mercy for the worlds ... a mercy to the worlds
(A Mercy to the Worlds .. A Mercy to the Worlds)
 
With my mother and my father .. I did your friend, sir
(May My Father and Mother Be Sacrified for You My Master)
Prayer and peace .. You are a prophet
(May Blessings and Peade Be Upon You, O ProTe)
 
My love, oh .. Muhammad
(My Beloored, O Muhammad!)
You came in peace and guidance, Muhammad
(You Came with Peade and Guidance, Muhammad)
My love, oh Muhammad
(My Beloored, O Muhammad!)
O mercy to the worlds, O Muhammad
(O Mercy to the Worlds, O Muhammad!)",2022-05-25T16:00:22Z,UCUJibD5wLxDm_RwIC6v-1ng,Pets & Animals,261.0,13996276,151427,0,4521,2023-11-07T11:08:27.000195,https://i.ytimg.com/vi/lcpAXz0ixuI/hqdefault.jpg,https://en.wikipedia.org/wiki/Music,lcpAXz0ixuI,"Oh, I prayed with all the prophets, O spectacul..."
Dutch veteran singing Indonesia Raya,"Video and Interview by Marjolein Van Pagee
Translation by Ady Setyawan
Indonesian Subtitles",2015-10-10T14:50:55Z,UCNB5Zc0lPde_zp-Njs04E1A,People & Blogs,300.0,2338961,56613,0,4375,2023-11-07T11:08:38.416347,https://i.ytimg.com/vi/ZBxgILKuDgs/hqdefault.jpg,https://en.wikipedia.org/wiki/Music,ZBxgILKuDgs,"going todo agriculture his persistentstate pensionpremiumis that opinionthatthereindonesiabuteven though they have
beenkidnappedcarlossantanageertnoels nedapiknowone of thosecomes feliciaquite well howcanyou dothatnotpossible supportersofjustice i say ithink i could do thisescape yesI alsohaveawarning that they wereinjured theLimburgerstayeddown thatisthereasonwhytitles yesIhavecolleaguesestimate they arestillgoing to let
them yes yahoo Sundayindayoutbecausetherequisitor was inmyheadnothingof it waswrong yetthatiswrong to do annually inalivelytoolate fortherichandthewinter Icanstillremember you arein whichagenda3afterashortskirt bothcitieswherethevictory
fell theonly oneavailable on May 31, 2010
 perhapsthatwant, I alwayssay thosewhosorted out themedia world shot Guttenbergintheairand
lettersonthefacade theyfoughtfor freedom but hadnothingtodo with it in Indonesiaand
everyonewas freed theJapanesecapitulation butwe nowwant thenextround throughtheprisoninAlmere wemustavoid fighting thefire, wanting to
undermine the dear boys from Deventer, Ihadhoped to be able to do such things forstorage, knowingthatthis china wasniceto beabitagainst everycouple, sotheydon'tlook,they
 allend up in their own pocket, althoughthere are Wittenbergedetailsappliedandsometimes
alsoclosely koenwauters schreuder apioneer take clothes foryourself afterweeks we have tobuy buttheso-calledred shirts have
retreated I amnot inprison working out of theclub butthepoliceforthosepeoplewhonow
come withfoodanddrinksisthereno
cooperation payattention yes9 fordrasticexperiencehowdoes it feelno
not at all to deprive ineveryneighborhoodanddance themedicsattackeralsolike that carlossantanageertnoels nedapiknowsoihadme feliciabestracing driver with thishismanyyears of yearmercator
wereawarded Inthisyearanexam canlead tothatforIndonesia
year"
Dutch veteran singing Indonesia Raya,"Video and Interview by Marjolein Van Pagee
Translation by Ady Setyawan
Indonesian Subtitles",2015-10-10T14:50:55Z,UCNB5Zc0lPde_zp-Njs04E1A,People & Blogs,300.0,2338961,56613,0,4375,2023-11-07T11:08:40.026727,https://i.ytimg.com/vi/ZBxgILKuDgs/hqdefault.jpg,https://en.wikipedia.org/wiki/Music,ZBxgILKuDgs,"going todo agriculture his persistentstate pensionpremiumis that opinionthatthereindonesiabuteven though they have
beenkidnappedcarlossantanageertnoels nedapiknowone of thosecomes feliciaquite well howcanyou dothatnotpossible supportersofjustice i say ithink i could do thisescape yesI alsohaveawarning that they wereinjured theLimburgerstayeddown thatisthereasonwhytitles yesIhavecolleaguesestimate they arestillgoing to let
them yes yahoo Sundayindayoutbecausetherequisitor was inmyheadnothingof it waswrong yetthatiswrong to do annually inalivelytoolate fortherichandthewinter Icanstillremember you arein whichagenda3afterashortskirt bothcitieswherethevictory
fell theonly oneavailable on May 31, 2010
 perhapsthatwant, I alwayssay thosewhosorted out themedia world shot Guttenbergintheairand
lettersonthefacade theyfoughtfor freedom but hadnothingtodo with it in Indonesiaand
everyonewas freed theJapanesecapitulation butwe nowwant thenextround throughtheprisoninAlmere wemustavoid fighting thefire, wanting to
undermine the dear boys from Deventer, Ihadhoped to be able to do such things forstorage, knowingthatthis china wasniceto beabitagainst everycouple, sotheydon'tlook,they
 allend up in their own pocket, althoughthere are Wittenbergedetailsappliedandsometimes
alsoclosely koenwauters schreuder apioneer take clothes foryourself afterweeks we have tobuy buttheso-calledred shirts have
retreated I amnot inprison working out of theclub butthepoliceforthosepeoplewhonow
come withfoodanddrinksisthereno
cooperation payattention yes9 fordrasticexperiencehowdoes it feelno
not at all to deprive ineveryneighborhoodanddance themedicsattackeralsolike that carlossantanageertnoels nedapiknowsoihadme feliciabestracing driver with thishismanyyears of yearmercator
wereawarded Inthisyearanexam canlead tothatforIndonesia
year"
