title,description,published_date,channel_id,category,duration,total_views,total_likes,total_comments,video_extracted_date,video_id
This is The End Trailer 2013 Movie - Official [HD],"This is the End Trailer 2013 - Official movie trailer in HD - starring James Franco, Jonah Hill, Seth Rogen, Jay Baruchel, Emma Watson - directed by Seth Rogen and Evan Goldberg - while attending a party at James Franco's house, Seth Rogen, Jonah Hill and many other celebrities are faced with the apocalypse.

""This is the End"" movie hits theaters June 14, 2013.

The comedy This Is The End follows six friends trapped in a house after a series of strange and catastrophic events devastate Los Angeles. As the world unravels outside, dwindling supplies and cabin fever threaten to tear apart the friendships inside. Eventually, they are forced to leave the house, facing their fate and the true meaning of friendship and redemption. This is the End trailer 2013 is presented in full HD 1080p high resolution.

THIS IS THE END 2013 Movie
Genre: Action, Comedy
Directors: Seth Rogen and Evan Goldberg
Starring: James Franco, Jonah Hill, Seth Rogen, Jay Baruchel, Danny McBride, Craig Robinson with Michael Cera and Emma Watson

This is the End official movie trailer courtesy Sony Pictures.

Cieon Movies is your daily dose of everything movies with an extended selection of official licensed movie trailers and movie clips.

Subscribe to Cieon Trailers for new movie, TV & video game trailers: http://bit.ly/2h9TdCt",2013-04-08T20:56:01Z,UCihyyKgok1QAXzY-H1Gvgfg,Film & Animation,130,8162519,17589,2134,2023-08-26T17:54:02.106818,Yma-g4gTwlE
"Assault on Wall Street Official Trailer #1 (2013) - Dominic Purcell, Eric Roberts Thriller HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Assault on Wall Street Official Trailer #1 (2013) - Dominic Purcell, Eric Roberts Thriller HD

Jim is an average New Yorker living a peaceful life with a well paying job and a loving family. Suddenly, everything changes when the economy crashes causing Jim to lose everything. Filled with anger and rage, Jim snaps and goes to extreme lengths to seek revenge for the life taken from him.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-04-08T21:22:35Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,91,3608469,5012,1421,2023-08-26T17:54:09.622302,8Y-NqShTj5w
The Bling Ring Official Trailer 2013 Emma Watson Movie [HD],"The Bling Ring 2013 trailer - Official movie trailer in HD - starring Emma Watson, Leslie Mann, Taissa Farmiga, Claire Julien, Israel Broussard, Katie Chang - directed by Sofia Coppola - Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities in order to rob their homes.

""The Bling Ring"" movie hits theaters on June 14, 2013.

In the fame-obsessed world of Los Angeles, a group of teenagers take us on a thrilling and disturbing crime spree in the Hollywood hills. Based on true events, the group, who were fixated on the glamorous life, tracked their celebrity targets online, and stole more than $3 million in luxury goods from their homes. Their victims included Paris Hilton, Orlando Bloom, and Rachel Bilson, and the gang became known in the media as ""The Bling Ring."" The Bling Ring movie trailer 2013 is presented in full HD 1080p high resolution.

THE BLING RING 2013 Movie
Genre: Drama
Director: Sofia Coppola
Cast: Emma Watson, Leslie Mann, Taissa Farmiga, Claire Julien, Israel Broussard, Katie Chang, Georgia Rock, Gavin Rossdale
Writers: Sofia Coppola

The Bling Ring official movie trailer courtesy A24 Films.

Cieon Movies is your daily dose of everything movies with an extended selection of official licensed movie trailers and movie clips.

Subscribe to Cieon Trailers for new movie, TV & video game trailers: http://bit.ly/2h9TdCt",2013-04-27T06:50:10Z,UCihyyKgok1QAXzY-H1Gvgfg,Film & Animation,108,8494964,17417,1867,2023-08-26T17:54:12.346254,r4c6hmrwba0
Minha Mãe é Uma Peça- O Filme (Trailer Oficial),"Confira as novidades do filme no Facebook: https://www.facebook.com/MinhaMaeEUmaPeca
Siga nosso Twittter: http://www.twitter.com/minhamae_ofilme

Adaptação da peça que já levou milhares aos teatros pelo Brasil, Minha Mãe é uma peça acompanha Dona Hermínia, uma mulher de meia idade, aposentada e sozinha, que tem como preocupação maior procurar o que fazer. Para uma mãe dedicada a preocupação com os filhos é sempre uma ocupação, mas os filhos de Dona Hermínia cresceram, e ela está entediada. Sem um trabalho ou um companheiro, a nada simpática Dona Hermínia passa seu tempo desabafando com a tia idosa, a vizinha fofoqueira e a amiga confidente. A personagem nada caricatural quanto aos humores, gostos e ataques femininos repetirá as gargalhadas nas telas do cinema.",2013-04-29T21:33:00Z,UCm5mQpvJQR0mkqQtQPiKa-g,Film & Animation,138,2891408,17730,1106,2023-08-26T17:55:18.171072,HrST-4WLlbA
Trilogy Of Terror 1975),"I heard about this movie from my mom....

I Do Not Own This Video.....Enjoy!",2013-04-30T03:10:19Z,UCQPXqc2wuyIivRTRgR438ZQ,Film & Animation,4320,6685415,17603,2663,2023-08-26T17:46:16.595792,BdSAzMWrtKM
The Big Snit,"This wonderfully wacky animation film is a look at two simultaneous conflicts, the macrocosm of global nuclear war and the microcosm of a domestic quarrel, and how each conflict is resolved. Presented with warmth and unexpectedly off-the-wall humor, the film is open to a multitude of interpretations.

Directed by Richard Condie - 1985 | 10 min

Watch more free films on NFB.ca → http://bit.ly/YThpNFB
Subscribe to our newsletter → http://bit.ly/NFBnewsletter 

Follow us on Facebook → http://bit.ly/ytfbNFB 
Follow us on Instagram → http://bit.ly/2FdmRol 
Follow us on Twitter → http://bit.ly/yttwNFB 

Download our free iOS Apps → http://apple.co/2dbva4h 
Download our free Android Apps → http://bit.ly/2dbvHmO",2013-05-01T12:10:24Z,UCeihXBww7ckKsKDF3JX13gA,Film & Animation,594,926816,14169,1165,2023-08-26T17:56:09.049046,p1S5pAF1YYA
August Osage County Official Trailer #1 (2013) - Meryl Streep Movie,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
August Osage County Official Trailer #1 (2013) - Meryl Streep Movie 

A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-05-10T13:01:04Z,UCi8e0iOVk1fEOogdfu4YgfA,Entertainment,150,3207506,6203,1145,2023-08-26T17:54:49.484307,9Hd_uO72h1s
The World's End Official Trailer #1 (2013) - Simon Pegg Movie HD,"Click here to watch our Trailer REVIEW: http://goo.gl/ow4V8
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
The World's End Official Trailer #1 (2013) - Simon Pegg Movie HD

Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival. 

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-05-11T05:30:37Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,101,4507021,17088,2331,2023-08-26T17:54:14.450931,n__1Y-N5tQk
Battle of the Year Trailer 2013 Movie - Official [HD],"Battle of the Year Trailer 2013 - Official movie trailer 3 in HD - starring Josh Holloway, Chris Brown, Laz Alonso, Josh Peck, Caity Lotz - directed by Benson Lee - Olympics of break dancing, a tournament held every year that attracts all the best teams from around the world. 

""Battle of the Year"" movie hits theaters on September 13, 2013.

Los Angeles Hip Hop mogul and former B-Boy Dante (Laz Alonso) wants to put the country that started the Sport back on top. He enlists his hard-luck friend Blake (Josh Holloway), who was a championship basketball coach, to coach his team. Armed with the theory that the right coach can make any team champions, they assemble a Dream Team of all the best b-boys across the country. With only three months until Battle of the Year, Blake has to use every tactic he knows to get twelve talented individuals to come together as a team if they're going to bring the Trophy back to America where it started. Inspired by the actual World championship held yearly in France. Battle of the Year movie trailer is presented in full HD 1080p high resolution.

BATTLE OF THE YEAR 2013 Movie
Genre: Drama, Family, Musical 
Director: Benson Lee 
Screenwriter: Brin Hill, Chris Parker 
Starring: Josh Holloway, Chris Brown, Laz Alonso, Josh Peck, Caity Lotz

Battle of the Year official movie trailer courtesy Sony Pictures.

Cieon Movies is your daily dose of everything movies with an extended selection of official licensed movie trailers and movie clips.

Subscribe to Cieon Trailers for new movie, TV & video game trailers: http://bit.ly/2h9TdCt",2013-05-11T18:30:55Z,UCihyyKgok1QAXzY-H1Gvgfg,Film & Animation,138,3692118,12568,1348,2023-08-26T17:54:32.304359,QibqRB9Gs9k
Rapture-Palooza Official Trailer #2 (2013) - Anna Kendrick Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Rapture-Palooza Official Trailer #2 (2013) - Anna Kendrick Movie HD 

Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-05-16T19:15:59Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,111,2347476,5951,1768,2023-08-26T17:54:11.420254,9oaS_N1zsqo
Europa Report TRAILER (2013) - Sci-fi Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Europa Report TRAILER (2013) - Michael Nyqvist Sci-fi Movie HD


A crew of international astronauts are sent on a private mission to Jupiter's fourth moon.",2013-05-17T16:51:15Z,UCkR0GY0ue02aMyM-oxwgg9g,Entertainment,135,3131655,5779,1418,2023-08-26T17:54:14.039833,cbw9hlBnG74
Justice League: The Flashpoint Paradox - Trailer Debut,"The world is turned upside down as Flash wakes up devoid of his super powers in the all-new DC Universe Original Animated Movie.

Subscribe to IGN's channel for reviews, news, and all things gaming:
http://www.youtube.com/subscription_center?add_user=ignentertainment

Justice League: The Flashpoint Paradox - Trailer Debut",2013-05-24T00:34:21Z,UCKy1dAqELo0zrOtPkf0eTMw,Entertainment,62,1478253,6799,2092,2023-08-26T17:54:18.619572,xe0JiobQ98o
Apocalypto - HD (Trailer),"As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.",2013-06-03T22:15:34Z,UCey8RPyKpSSgog0hX5Nef-A,Film & Animation,150,13301347,47050,2042,2023-08-26T17:47:58.345818,ngWBddVNVZs
Apartment 1303 3D Official Trailer #1 (2013) - Horror Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Apartment 1303 3D Official Trailer #1 (2013) - Horror Movie HD

A modern ghost story which turns a love/hate relationship between mother and daughter into a tale of horror. Some rentals are too good to be true.

Cast:
Rebecca De Mornay: http://j.mp/ZynblQ
John Diehl: http://j.mp/Txgo41

Director:
Michele Taverna

Producer:
Cindy Nelson-Mullen
Danny Rossner
Michele Taverna
David Shoshan
Jim Steele

Writer:
Michele Taverna
Kei Oishi

Editor:
Roberto Silvi
Edward Brizio

Cinematographer:
Paul M. Sommers

Composer:
John Lissauer",2013-06-07T17:29:22Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,155,6083835,9677,2186,2023-08-26T17:55:14.161856,1ruBY0VhY1I
Magic Magic Official Trailer #1 (2013) - Michael Cera Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Magic Magic Official Trailer #1 (2013) - Michael Cera Movie HD

In remote Chile, a vacationing young woman begins to mentally unravel; meanwhile, her friends ignore her claim until it's too late.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-06-12T20:05:54Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,149,3174384,5648,1827,2023-08-26T17:55:30.549027,elU_AlgW6Lw
"Killing Season Official Trailer #1 (2013) - Robert De Niro, John Travolta Thriller HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Killing Season Official Trailer #1 (2013) - Robert De Niro, John Travolta Thriller HD

Two veterans of the Bosnian War, one American, one Serbian, who clash in the remote Smoky Mountain wilderness.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-06-14T17:34:06Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,99,2627711,3662,1648,2023-08-26T17:54:18.792936,_yseYEtQoJQ
The Great Los Angeles Earthquake 1990),,2013-06-20T18:19:10Z,UCzU3YSly8wVqV7FnzCevH0w,People & Blogs,10654,3484626,12550,2704,2023-08-26T17:57:35.720669,3Rp5nifbB2Y
Jobs Official Trailer #1 (2013) - Ashton Kutcher Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Jobs Official Trailer #1 (2013) - Ashton Kutcher Movie HD


The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-06-21T16:25:18Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,140,2310488,13221,2099,2023-08-26T17:54:24.701993,SH1jKZwcS9Y
Escape Plan Official Trailer #1 (2013) - Arnold Schwarzenegger Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Escape Plan Official Trailer #1 (2013) - Arnold Schwarzenegger Movie HD


Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-06-27T17:43:43Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,152,8564019,20763,2081,2023-08-26T17:54:37.664063,CI4EjV_x_PQ
Ride Along Official Teaser Trailer #1 (2014) - Kevin Hart Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Ride Along Official Teaser Trailer #1 (2014) - Kevin Hart Movie HD 

Fast-talking security guard Ben joins his cop brother-in-law James on a 24-hour patrol of Atlanta in order to prove himself worthy of marrying Angela, James' sister.

The Movieclips Trailers channel is your destination for hot new trailers the second they drop. Whether they are blockbusters, indie films, or that new comedy you've been waiting for, the Movieclips Trailers team is there day and night to make sure all the hottest new movie trailers are available whenever you need them, as soon as you can get them. All the summer blockbusters, Man of Steel, Oblivion, Pacific Rim, After Earth, The Lone Ranger, Star Trek Into Darkness and more! They are all available on Movieclips Trailers.

In addition to hot new trailers, the Movieclips Trailers page gives you original content like Ultimate Trailers, Instant Trailer Reviews, Monthly Mashups, and Meg's Movie News and more to keep you up-to-date on what's out this week and what you should be watching.",2013-07-01T22:27:50Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,97,2092200,12151,1222,2023-08-26T17:55:02.134453,pXJDIheyXfQ
Foodfight! Trailer,"This is the trailer from Threshold Animation Studios' website, not the latter one that has already been uploaded multiple times on YouTube.",2013-07-05T00:03:06Z,UCkTqKK-z-j6GE31cGpIaaUA,Entertainment,102,508860,4552,2575,2023-08-26T17:56:47.095904,81uIhu8qrrs
The Lifeguard Official Trailer #1 (2013) - Kristen Bell Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
The Lifeguard Official Trailer #1 (2013) - Kristen Bell Movie HD

A former valedictorian quits her reporter job in New York and returns to the place she last felt happy: her childhood home in Connecticut. She gets work as a lifeguard and starts a dangerous relationship with a troubled teenager.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!

Comic-Con is coming and we will be there giving you the latest as it drops, so stay tuned.",2013-07-08T16:08:03Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,114,11820979,41457,1291,2023-08-26T17:54:16.908213,x92mfhWERew
rock and roll hall of fame 2013 Rush´s induction,,2013-07-08T20:05:29Z,UCxczTTYc1AauTgqL5-HxS2Q,People & Blogs,542,1452550,7964,1172,2023-08-26T17:54:56.587698,VTz2TDr79eI
Out Of The Furnace Official Trailer #1 (2013) - Christian Bale Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Out Of The Furnace Official Trailer #1 (2013) - Christian Bale Movie HD


When Rodney Baze mysteriously disappears and law enforcement fails to follow through, his older brother, Russell, takes matters into his own hands to find justice.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!

Comic-Con is coming and we will be there giving you the latest as it drops, so stay tuned.",2013-07-11T18:18:50Z,UCi8e0iOVk1fEOogdfu4YgfA,Entertainment,151,5758316,14769,2046,2023-08-26T17:54:30.317630,Gw0qH34cbRE
Chris Rock-Bring The Pain,chris rock in stend up like eminem in rap,2013-07-22T22:16:35Z,UC4MI9qyO289T-qIplCgGgxQ,People & Blogs,3499,5889818,29497,2487,2023-08-26T17:57:35.830808,b-opn0LzBR8
Little Richard Movie 2000) MP4,,2013-07-31T01:34:58Z,UC6-AHdO9lvVe4LknBf2FO7w,Comedy,5278,1773328,11573,1131,2023-08-26T17:50:02.260663,LiMWUCziLww
How I Live Now TRAILER 1 (2013) - Saoirse Ronan Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
How I Live Now TRAILER 1 (2013) - Saoirse Ronan Movie HD

An American girl on holiday in the English countryside with her family finds herself in hiding and fighting for her survival as war breaks out.",2013-08-10T03:08:54Z,UCkR0GY0ue02aMyM-oxwgg9g,Entertainment,125,4676197,30108,2192,2023-08-26T17:54:43.208664,RSaxm68PPT4
Kids (1995) Official Trailer #1 - Larry Clark Drama HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Kids (1995) Official Trailer #1 - Larry Clark Drama HD

An amoral, HIV-positive skateboarder sets out to deflower as many virgins as possible while a local girl who contracted his disease tries to save his next target from her same fate.",2013-08-21T21:58:29Z,UCTCjFFoX1un-j7ni4B6HJ3Q,Film & Animation,107,5038492,20840,2181,2023-08-26T17:41:35.434022,U9a5tZSKDOU
MACARIO 1960 (Pelicula Completa) ALTA CALIDAD,★★★MACARIO 1960 ★★★ALTA CALIDAD ★★★(PELICULA COMPLETA)★★★,2013-09-02T04:54:13Z,UC7WyM0g2g0odxTXGjhYI78A,Film & Animation,5391,10610152,50243,2309,2023-08-26T17:51:30.702616,ThQaEQNDjdQ
Kill Your Darlings Official Trailer #1 (2013) - Daniel Radcliffe Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Kill Your Darlings Official Trailer #1 (2013) - Daniel Radcliffe Movie HD

A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!",2013-09-04T18:47:00Z,UCi8e0iOVk1fEOogdfu4YgfA,Entertainment,123,3330740,33317,1554,2023-08-26T17:54:39.926971,AxGgkEHmHHg
'Mr. Nobody' Trailer,"http://www.hollywood.com

'Mr. Nobody' Trailer

Director:  Jaco Van Dormael

Starring:  Jared Leto, Sarah Polley, Diane Kruger

A tale that spans different time zones of the 20th and 21st centuries.

For more movie trailers, celebrity interviews and box office news visit Hollywood.com!",2013-09-12T14:12:13Z,UCpo2fJvnalYlwN97ehhyfBQ,Film & Animation,125,6709422,20178,1627,2023-08-26T17:50:57.349875,mpi0qsp3v_w
"Homefront Official Trailer #1 (2013) - James Franco, Jason Statham Movie HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Homefront Official Trailer #1 (2013) - James Franco, Jason Statham Movie HD


A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!",2013-09-12T18:45:59Z,UCi8e0iOVk1fEOogdfu4YgfA,Entertainment,151,12070333,42069,2789,2023-08-26T17:54:49.238355,tjSOj8b804U
Grudge Match - Official Trailer [HD],"https://www.facebook.com/GrudgeMatchMovie
http://grudgematchmovie.com
In theaters Christmas Day.

Award-winning movie legends Oscar® winner Robert De Niro (""Raging Bull,"" ""Silver Linings Playbook"") and Oscar® nominee Sylvester Stallone (the ""Rocky"" films, ""The Expendables"") star as old boxing rivals who come out of retirement for one final match. De Niro and Stallone play Billy ""The Kid"" McDonnen and Henry ""Razor"" Sharp, two local Pittsburgh fighters whose fierce rivalry put them in the national spotlight. Each had scored a victory against the other during their heyday, but in 1983, on the eve of their decisive third match, Razor suddenly announced his retirement, refusing to explain why but effectively delivering a knock-out punch to both their careers. Thirty years later, boxing promoter Dante Slate Jr., seeing big dollar signs, makes them an offer they can't refuse: to re-enter the ring and settle the score once and for all. But they may not have to wait that long: on their first encounter in decades, their long-festering feud erupts into an unintentionally hilarious melee that instantly goes viral. The sudden social media frenzy transforms their local grudge match into a must-see HBO event. Now, if they can just survive the training, they may actually live to fight again.",2013-09-12T23:30:32Z,UCjmJDM5pRKbUlVIzDYYWb6g,Entertainment,152,4911520,17722,1654,2023-08-26T17:54:57.787270,1bQSOBJCPQE
